dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
565,0.15917969,2.2109733,2.2109733
566,-0.03881836,0.54811037,0.54811037
567,0.01928711,-0.43421707,0.43421707
568,0.008300781,0.098727904,0.098727904
569,0.1171875,-0.6744801,0.6744801
570,0.11279297,0.8697093,0.8697093
571,0.0048828125,-0.29960102,0.29960102
572,0.036376953,0.18425795,0.18425795
573,0.13476562,2.1207232,2.1207232
574,-0.061767578,-1.5744054,1.5744054
575,0.087890625,-0.13069694,0.13069694
576,0.0075683594,0.05999258,0.05999258
577,-0.084472656,0.049702063,0.049702063
578,-0.14746094,-0.25868285,0.25868285
579,-0.07324219,-0.43887055,0.43887055
580,-0.16992188,-1.7002236,1.7002236
581,0.013977051,-0.20070116,0.20070116
582,0.030151367,0.3246755,0.3246755
583,0.006591797,-0.23759122,0.23759122
584,0.09082031,1.8584293,1.8584293
585,-0.0014648438,0.20763123,0.20763123
586,0.08300781,1.2814828,1.2814828
587,0.029785156,0.014498358,0.014498358
588,-0.039794922,-0.27421975,0.27421975
589,0.1171875,0.73670894,0.73670894
590,-0.0390625,-0.4290844,0.4290844
591,-0.1171875,-0.6134397,0.6134397
592,-0.0050354004,0.29417872,0.29417872
593,-0.1171875,-0.97028625,0.97028625
594,0.037841797,0.35933527,0.35933527
595,0.07861328,0.8983082,0.8983082
596,0.053710938,-0.63687503,0.63687503
597,0.14746094,2.2426074,2.2426074
598,-0.20117188,-3.1171978,3.1171978
599,-0.03173828,-0.7040941,0.7040941
600,0.026855469,-1.0453128,1.0453128
601,0.010253906,0.104441375,0.104441375
602,0.033203125,0.29851156,0.29851156
603,-0.24511719,-2.9467003,2.9467003
604,0.078125,1.1666988,1.1666988
605,-0.10644531,-0.89287466,0.89287466
606,0.06347656,0.71007514,0.71007514
607,0.018554688,0.018925695,0.018925695
608,0.007446289,-0.11689904,0.11689904
609,0.020263672,0.08231395,0.08231395
610,-0.06738281,0.062004592,0.062004592
611,0.09814453,0.494064,0.494064
612,0.022094727,-0.047668286,0.047668286
613,-0.032470703,0.38543066,0.38543066
614,-0.05517578,0.19997074,0.19997074
615,-0.0859375,-0.56352067,0.56352067
616,-0.11816406,-2.262869,2.262869
617,-0.0078125,0.81302947,0.81302947
618,-0.1328125,-0.26886675,0.26886675
619,-0.0008544922,-0.38087457,0.38087457
620,0.02355957,0.33412632,0.33412632
621,0.0034179688,-0.46083412,0.46083412
622,-0.015319824,-0.36421147,0.36421147
623,0.013183594,-0.5620075,0.5620075
624,0.009033203,0.5334906,0.5334906
625,-0.13769531,-0.3905447,0.3905447
626,0.15234375,1.147233,1.147233
627,0.040527344,0.9935791,0.9935791
628,-0.024291992,-0.9263738,0.9263738
629,0.035888672,0.40872955,0.40872955
